Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,handleAuthorizationSettings,Long Identifier,The length of the parameter existingClientAuthorizationResources is 36.,212
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,handleAuthorizationSettings,Long Identifier,The length of the parameter authorizationResourcesToImport is 30.,212
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,handleAuthorizationSettings,Long Statement,"The length of the statement ""boolean isEquals=CloneUtil.deepEquals(authorizationResourcesToImport`existingClientAuthorizationResources`ignoredProperties);"" is 125.",212
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,handleAuthorizationSettings,Long Statement,"The length of the statement ""ResourceServerRepresentation patchedAuthorizationSettings=CloneUtil.patch(existingClientAuthorizationResources`authorizationResourcesToImport);"" is 143.",212
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationResources,Long Identifier,The length of the parameter existingClientAuthorizationResources is 36.,232
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationResources,Long Identifier,The length of the parameter authorizationResourcesToImport is 30.,232
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationResources,Long Identifier,The length of the identifier existingClientAuthorizationResourcesMap is 39.,232
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationResources,Long Statement,"The length of the statement ""Map<String`ResourceRepresentation> existingClientAuthorizationResourcesMap=existingClientAuthorizationResources.stream().collect(Collectors.toMap(ResourceRepresentation::getName`resource -> resource));"" is 201.",232
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationResources,Long Statement,"The length of the statement ""createOrUpdateAuthorizationResource(realmName`client`existingClientAuthorizationResourcesMap`authorizationResourceToImport);"" is 124.",232
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationResource,Long Identifier,The length of the parameter existingClientAuthorizationResourcesMap is 39.,248
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createAuthorizationResource,Long Statement,"The length of the statement ""logger.debug(""Create authorization resource '{}' for client '{}' in realm '{}'""`authorizationResourceToImport.getName()`getClientIdentifier(client)`realmName);"" is 159.",261
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationResource,Complex Conditional,The conditional expression existingClientAuthorizationResource.getOwner() != null && existingClientAuthorizationResource.getOwner().getId() == null && Objects.equals(existingClientAuthorizationResource.getOwner().getName()`authorizationResourceToImport.getOwner().getId()) is complex.,275
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationResource,Long Identifier,The length of the parameter existingClientAuthorizationResourcesMap is 39.,275
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationResource,Long Identifier,The length of the identifier existingClientAuthorizationResource is 35.,275
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationResource,Long Statement,"The length of the statement ""ResourceRepresentation existingClientAuthorizationResource=existingClientAuthorizationResourcesMap.get(authorizationResourceToImport.getName());"" is 144.",275
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationResource,Long Statement,"The length of the statement ""if (existingClientAuthorizationResource.getOwner() != null && existingClientAuthorizationResource.getOwner().getId() == null && Objects.equals(existingClientAuthorizationResource.getOwner().getName()`authorizationResourceToImport.getOwner().getId())) {"" is 252.",275
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationResource,Long Statement,"The length of the statement ""if (existingClientAuthorizationResource.getAttributes().isEmpty() && authorizationResourceToImport.getAttributes() == null) {"" is 125.",275
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationResource,Long Statement,"The length of the statement ""logger.debug(""Update authorization resource '{}' for client '{}' in realm '{}'""`authorizationResourceToImport.getName()`getClientIdentifier(client)`realmName);"" is 159.",275
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResources,Long Identifier,The length of the parameter existingClientAuthorizationResources is 36.,310
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResources,Long Identifier,The length of the parameter authorizationResourcesToImport is 30.,310
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResources,Long Identifier,The length of the identifier authorizationResourceNamesToImport is 34.,310
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResources,Long Identifier,The length of the identifier managedClientAuthorizationResources is 35.,310
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResources,Long Statement,"The length of the statement ""List<String> authorizationResourceNamesToImport=authorizationResourcesToImport.stream().map(ResourceRepresentation::getName).collect(Collectors.toList());"" is 154.",310
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResources,Long Statement,"The length of the statement ""List<ResourceRepresentation> managedClientAuthorizationResources=getManagedClientResources(client`existingClientAuthorizationResources);"" is 136.",310
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResources,Long Statement,"The length of the statement ""managedClientAuthorizationResources.stream().filter(resource -> !authorizationResourceNamesToImport.contains(resource.getName())).forEach(resource -> removeAuthorizationResource(realmName`client`resource));"" is 206.",310
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResource,Long Identifier,The length of the parameter existingClientAuthorizationResource is 35.,327
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationResource,Long Statement,"The length of the statement ""logger.debug(""Remove authorization resource '{}' for client '{}' in realm '{}'""`existingClientAuthorizationResource.getName()`getClientIdentifier(client)`realmName);"" is 165.",327
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationScopes,Long Identifier,The length of the parameter existingClientAuthorizationScopes is 33.,340
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationScopes,Long Identifier,The length of the identifier existingClientAuthorizationScopesMap is 36.,340
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationScopes,Long Statement,"The length of the statement ""Map<String`ScopeRepresentation> existingClientAuthorizationScopesMap=existingClientAuthorizationScopes.stream().collect(Collectors.toMap(ScopeRepresentation::getName`scope -> scope));"" is 183.",340
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationScope,Long Identifier,The length of the parameter existingClientAuthorizationScopesMap is 36.,357
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationScope,Long Identifier,The length of the identifier authorizationScopeNameToImport is 30.,357
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationScope,Long Statement,"The length of the statement ""logger.debug(""Add authorization scope '{}' for client '{}' in realm '{}'""`authorizationScopeNameToImport`getClientIdentifier(client)`realmName);"" is 144.",357
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationScope,Long Statement,"The length of the statement ""updateAuthorizationScope(realmName`client`existingClientAuthorizationScopesMap`authorizationScopeToImport`authorizationScopeNameToImport);"" is 138.",357
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationScope,Long Identifier,The length of the parameter existingClientAuthorizationScopesMap is 36.,379
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationScope,Long Identifier,The length of the parameter authorizationScopeNameToImport is 30.,379
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationScope,Long Identifier,The length of the identifier existingClientAuthorizationScope is 32.,379
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationScope,Long Parameter List,The method has 5 parameters. ,379
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationScope,Long Statement,"The length of the statement ""ScopeRepresentation existingClientAuthorizationScope=existingClientAuthorizationScopesMap.get(authorizationScopeNameToImport);"" is 126.",379
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationScope,Long Statement,"The length of the statement ""logger.debug(""Update authorization scope '{}' for client '{}' in realm '{}'""`authorizationScopeNameToImport`getClientIdentifier(client)`realmName);"" is 147.",379
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationScopes,Long Identifier,The length of the parameter existingClientAuthorizationScopes is 33.,398
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationScopes,Long Identifier,The length of the identifier authorizationScopeNamesToImport is 31.,398
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationScopes,Long Statement,"The length of the statement ""List<String> authorizationScopeNamesToImport=authorizationScopesToImport.stream().map(ScopeRepresentation::getName).collect(Collectors.toList());"" is 145.",398
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationScope,Long Identifier,The length of the parameter existingClientAuthorizationScope is 32.,415
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationScope,Long Statement,"The length of the statement ""logger.debug(""Remove authorization scope '{}' for client '{}' in realm '{}'""`existingClientAuthorizationScope.getName()`getClientIdentifier(client)`realmName);"" is 159.",415
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationPolicies,Long Identifier,The length of the parameter existingClientAuthorizationPolicies is 35.,426
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationPolicies,Long Identifier,The length of the identifier existingClientAuthorizationPoliciesMap is 38.,426
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationPolicies,Long Statement,"The length of the statement ""Map<String`PolicyRepresentation> existingClientAuthorizationPoliciesMap=existingClientAuthorizationPolicies.stream().collect(Collectors.toMap(PolicyRepresentation::getName`resource -> resource));"" is 195.",426
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationPolicy,Long Identifier,The length of the parameter existingClientAuthorizationPoliciesMap is 38.,443
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,createOrUpdateAuthorizationPolicy,Long Statement,"The length of the statement ""logger.debug(""Create authorization policy '{}' for client '{}' in realm '{}'""`authorizationPolicyToImport.getName()`getClientIdentifier(client)`realmName);"" is 155.",443
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationPolicy,Long Identifier,The length of the parameter existingClientAuthorizationPoliciesMap is 38.,463
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationPolicy,Long Identifier,The length of the identifier existingClientAuthorizationPolicy is 33.,463
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationPolicy,Long Statement,"The length of the statement ""PolicyRepresentation existingClientAuthorizationPolicy=existingClientAuthorizationPoliciesMap.get(authorizationPolicyToImport.getName());"" is 137.",463
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,updateAuthorizationPolicy,Long Statement,"The length of the statement ""logger.debug(""Update authorization policy '{}' for client '{}' in realm '{}'""`authorizationPolicyToImport.getName()`getClientIdentifier(client)`realmName);"" is 155.",463
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationPolicies,Long Identifier,The length of the parameter existingClientAuthorizationPolicies is 35.,483
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationPolicies,Long Identifier,The length of the identifier authorizationPolicyNamesToImport is 32.,483
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationPolicies,Long Statement,"The length of the statement ""List<String> authorizationPolicyNamesToImport=authorizationPoliciesToImport.stream().map(PolicyRepresentation::getName).collect(Collectors.toList());"" is 149.",483
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationPolicy,Empty catch clause,The method has an empty catch block.,500
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationPolicy,Long Identifier,The length of the parameter existingClientAuthorizationPolicy is 33.,500
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,removeAuthorizationPolicy,Long Statement,"The length of the statement ""logger.debug(""Remove authorization policy '{}' for client '{}' in realm '{}'""`existingClientAuthorizationPolicy.getName()`getClientIdentifier(client)`realmName);"" is 161.",500
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,setAuthorizationResourceOwner,Complex Conditional,The conditional expression representation.getOwner() != null && representation.getOwner().getId() == null && representation.getOwner().getName() != null is complex.,524
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,setAuthorizationResourceOwner,Long Statement,"The length of the statement ""if (representation.getOwner() != null && representation.getOwner().getId() == null && representation.getOwner().getName() != null) {"" is 132.",524
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,getManagedClientResources,Long Statement,"The length of the statement ""String clientKey=Objects.equals(client.getId()`client.getClientId()) ? ""name:"" + client.getName() : client.getClientId();"" is 121.",531
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientAuthorizationImportService,getManagedClientResources,Long Statement,"The length of the statement ""return existingResources.stream().filter(resource -> clientResourcesInState.contains(resource.getName()) || Objects.equals(resource.getName()`""Default Resource"")).collect(Collectors.toList());"" is 192.",531
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,ClientImportService,Long Parameter List,The method has 5 parameters. ,67
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,deleteClientsMissingInImport,Long Statement,"The length of the statement ""List<ClientRepresentation> clientsToRemove=clientRepository.getAll(realmImport.getRealm()).stream().filter(client -> !KeycloakUtil.isDefaultClient(client) && !importedClients.contains(client.getClientId()) && (!isState || stateClients.contains(client.getClientId()))&& !(Objects.equals(realmImport.getRealm()`""master"") && client.getClientId().endsWith(""-realm""))).collect(Collectors.toList());"" is 393.",114
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,createOrUpdateClient,Complex Conditional,The conditional expression importConfigProperties.isValidate() && client.getAuthorizationSettings() != null && !REALM_MANAGEMENT_CLIENT_ID.equals(client.getClientId()) is complex.,141
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,createOrUpdateClient,Long Statement,"The length of the statement ""if (importConfigProperties.isValidate() && client.getAuthorizationSettings() != null && !REALM_MANAGEMENT_CLIENT_ID.equals(client.getClientId())) {"" is 147.",141
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,createOrUpdateClient,Long Statement,"The length of the statement ""throw new ImportProcessingException(""Unsupported authorization settings for client '%s' in realm '%s': client must be confidential.""`getClientIdentifier(client)`realmName);"" is 172.",141
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,createOrUpdateClient,Long Statement,"The length of the statement ""throw new ImportProcessingException(""Unsupported authorization settings for client '%s' in realm '%s': serviceAccountsEnabled must be 'true'.""`getClientIdentifier(client)`realmName);"" is 182.",141
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,isClientEqual,Long Statement,"The length of the statement ""String[] propertiesToIgnore=ArrayUtils.addAll(propertiesWithDependencies`""id""`""secret""`""access""`""protocolMappers""`""defaultClientScopes""`""optionalClientScopes"");"" is 160.",206
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,isClientEqual,Long Statement,"The length of the statement ""if (!CollectionUtil.collectionEquals(patchedClient.getDefaultClientScopes()`existingClient.getDefaultClientScopes()) || !CollectionUtil.collectionEquals(patchedClient.getOptionalClientScopes()`existingClient.getOptionalClientScopes())) {"" is 237.",206
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,isClientEqual,Long Statement,"The length of the statement ""boolean areProtocolMapperDifferent=!ProtocolMapperUtil.areProtocolMappersEqual(patchedClient.getProtocolMappers()`existingClient.getProtocolMappers());"" is 151.",206
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClient,Long Statement,"The length of the statement ""throw new ImportProcessingException(String.format(""Cannot update client '%s' in realm '%s': %s""`getClientIdentifier(patchedClient)`realmName`errorMessage)`error);"" is 162.",242
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateAuthenticationFlowBindingOverrides,Complex Conditional,The conditional expression override.getValue() == null || override.getValue().isEmpty() || authenticationFlowRepository.exists(realmName`override.getValue()) is complex.,281
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateAuthenticationFlowBindingOverrides,Long Identifier,The length of the parameter authenticationFlowBindingOverrides is 34.,281
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateAuthenticationFlowBindingOverrides,Long Statement,"The length of the statement ""boolean isEqual=Objects.equals(authenticationFlowBindingOverrides`existingClient.getAuthenticationFlowBindingOverrides());"" is 122.",281
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateAuthenticationFlowBindingOverrides,Long Statement,"The length of the statement ""if (override.getValue() == null || override.getValue().isEmpty() || authenticationFlowRepository.exists(realmName`override.getValue())) {"" is 137.",281
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Identifier,The length of the identifier defaultClientScopeNamesToRemove is 31.,317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Identifier,The length of the identifier optionalClientScopeNamesToRemove is 32.,317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""final List<String> defaultClientScopeNamesToAdd=ClientScopeUtil.estimateClientScopesToAdd(client.getDefaultClientScopes()`existingClient.getDefaultClientScopes());"" is 163.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""final List<String> defaultClientScopeNamesToRemove=ClientScopeUtil.estimateClientScopesToRemove(client.getDefaultClientScopes()`existingClient.getDefaultClientScopes());"" is 169.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""final List<String> optionalClientScopeNamesToAdd=ClientScopeUtil.estimateClientScopesToAdd(client.getOptionalClientScopes()`existingClient.getOptionalClientScopes());"" is 166.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""final List<String> optionalClientScopeNamesToRemove=ClientScopeUtil.estimateClientScopesToRemove(client.getOptionalClientScopes()`existingClient.getOptionalClientScopes());"" is 172.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""logger.debug(""Remove default client scopes '{}' for client '{}' in realm '{}'""`defaultClientScopeNamesToRemove`client.getClientId()`realmName);"" is 143.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""List<ClientScopeRepresentation> defaultClientScopesToRemove=clientScopeRepository.getListByNames(realmName`defaultClientScopeNamesToRemove);"" is 140.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""logger.debug(""Remove optional client scopes '{}' for client '{}' in realm '{}'""`optionalClientScopeNamesToRemove`client.getClientId()`realmName);"" is 145.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""List<ClientScopeRepresentation> optionalClientScopesToRemove=clientScopeRepository.getListByNames(realmName`optionalClientScopeNamesToRemove);"" is 142.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""logger.debug(""Add default client scopes '{}' for client '{}' in realm '{}'""`defaultClientScopeNamesToAdd`client.getClientId()`realmName);"" is 137.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""List<ClientScopeRepresentation> defaultClientScopesToAdd=clientScopeRepository.getListByNames(realmName`defaultClientScopeNamesToAdd);"" is 134.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""logger.debug(""Add optional client scopes '{}' for client '{}' in realm '{}'""`optionalClientScopeNamesToAdd`client.getClientId()`realmName);"" is 139.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientImportService,updateClientDefaultOptionalClientScopes,Long Statement,"The length of the statement ""List<ClientScopeRepresentation> optionalClientScopesToAdd=clientScopeRepository.getListByNames(realmName`optionalClientScopeNamesToAdd);"" is 136.",317
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,updateDefaultClientScopes,Long Identifier,The length of the identifier existingDefaultDefaultClientScopes is 34.,69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,updateDefaultClientScopes,Long Identifier,The length of the identifier existingDefaultOptionalClientScopes is 35.,69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,updateDefaultClientScopes,Long Statement,"The length of the statement ""List<String> existingDefaultDefaultClientScopes=realmRepository.getResource(realmImport.getRealm()).getDefaultDefaultClientScopes().stream().map(ClientScopeRepresentation::getName).collect(Collectors.toList());"" is 210.",69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,updateDefaultClientScopes,Long Statement,"The length of the statement ""List<String> existingDefaultOptionalClientScopes=realmRepository.getResource(realmImport.getRealm()).getDefaultOptionalClientScopes().stream().map(ClientScopeRepresentation::getName).collect(Collectors.toList());"" is 212.",69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,addDefaultDefaultClientScopes,Long Statement,"The length of the statement ""throw new ImportProcessingException(String.format(""Could not find client scope '%s' in realm '%s'!""`scope`realmImport.getRealm()));"" is 131.",90
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,addDefaultOptionalClientScopes,Long Statement,"The length of the statement ""throw new ImportProcessingException(String.format(""Could not find client scope '%s' in realm '%s'!""`scope`realmImport.getRealm()));"" is 131.",108
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,doRemoveOrphan,Long Statement,"The length of the statement ""if (importConfigProperties.getManaged().getClientScope() == ImportConfigProperties.ImportManagedProperties.ImportManagedPropertiesValues.FULL) {"" is 144.",148
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,deleteClientScopesMissingInImport,Long Statement,"The length of the statement ""if (isNotDefaultScope(existingClientScope.getName()`existingDefaultClientScopes) && !hasClientScopeWithName(clientScopes`existingClientScope.getName())) {"" is 154.",180
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,isClientScopeEqual,Long Statement,"The length of the statement ""return CloneUtil.deepEquals(existingClientScope`patchedClientScope`""protocolMappers"") && ProtocolMapperUtil.areProtocolMappersEqual(patchedClientScope.getProtocolMappers()`existingClientScope.getProtocolMappers());"" is 214.",258
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,updateProtocolMappers,Long Statement,"The length of the statement ""List<ProtocolMapperRepresentation> protocolMappersToAdd=ProtocolMapperUtil.estimateProtocolMappersToAdd(protocolMappers`existingProtocolMappers);"" is 145.",279
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,updateProtocolMappers,Long Statement,"The length of the statement ""List<ProtocolMapperRepresentation> protocolMappersToRemove=ProtocolMapperUtil.estimateProtocolMappersToRemove(protocolMappers`existingProtocolMappers);"" is 151.",279
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeImportService,updateProtocolMappers,Long Statement,"The length of the statement ""List<ProtocolMapperRepresentation> protocolMappersToUpdate=ProtocolMapperUtil.estimateProtocolMappersToUpdate(protocolMappers`existingProtocolMappers);"" is 151.",279
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,ClientScopeMappingImportService,Long Parameter List,The method has 5 parameters. ,54
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,doImport,Long Statement,"The length of the statement ""for ( Map.Entry<String`List<ScopeMappingRepresentation>> scopeMappingToImport : clientScopeMappingsToImport.entrySet()) {"" is 121.",69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,doImport,Long Statement,"The length of the statement ""updateClientScopeMapping(realmName`scopeMappingToImport.getKey()`scopeMappingToImport.getValue()`existingClientScopeMappings);"" is 126.",69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,doImport,Long Statement,"The length of the statement ""if (existingClientScopeMappings != null && importConfigProperties.getManaged().getClientScopeMapping() == ImportConfigProperties.ImportManagedProperties.ImportManagedPropertiesValues.FULL) {"" is 190.",69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,doImport,Long Statement,"The length of the statement ""for ( Map.Entry<String`List<ScopeMappingRepresentation>> existingClientScopeMapping : existingClientScopeMappings.entrySet()) {"" is 127.",69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,doImport,Long Statement,"The length of the statement ""removeClientScopeMapping(realmName`existingClientScopeMapping.getKey()`existingClientScopeMapping.getValue()`clientScopeMappingsToImport);"" is 138.",69
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,updateClientScopeMapping,Long Statement,"The length of the statement ""List<ScopeMappingRepresentation> existingClientScopeMapping=existingClientScopeMappings != null ? existingClientScopeMappings.getOrDefault(clientId`null) : null;"" is 161.",91
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,removeClientScopeMapping,Long Statement,"The length of the statement ""List<ScopeMappingRepresentation> clientScopeMappingToImport=clientScopeMappingsToImport != null ? clientScopeMappingsToImport.getOrDefault(clientId`null) : null;"" is 161.",102
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,addRoles,Long Parameter List,The method has 5 parameters. ,113
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,addRoles,Long Statement,"The length of the statement ""logger.debug(""Adding client-scope-mapping with roles '{}' from client level '{}' for client '{}' in realm '{}'""`clientId`rolesToBeAdded`clientScopeMappingToImport.getClient()`realmName);"" is 186.",113
keycloak-config-cli,de.adorsys.keycloak.config.service,ClientScopeMappingImportService,addRoles,Long Statement,"The length of the statement ""logger.debug(""Adding client-scope-mapping with roles '{}' from client level '{}' for clientScope '{}' in realm '{}'""`clientId`rolesToBeAdded`clientScopeMappingToImport.getClientScope()`realmName);"" is 196.",113
